"","A_09_195_S6_R1_001","A_10_313_S9_R1_001","A_11_062_S8_R1_001","A_12_011_S10_R1_001","A_13_027_S12_R1_001","A_13_086_S11_R1_001","A_14_022_S5_R1_001","A_14_076_S7_R1_001"
"tRF-34-YEN0RR13808725",12,3,2,2,2,4,8,3
"tRF-34-YIZEF3BLHKFZ0R",0,0,0,0,0,0,2,0
"tRF-34-YJE76INB8PLM1S",3,0,0,1,9,7,10,4
"tRF-34-YJE76IZB8PLM1S",0,0,1,0,1,1,0,0
"tRF-34-YJHJX78OP3X11Y",0,0,1,0,2,1,2,4
"tRF-34-YJIO3ZU3U0IOHX",0,0,0,1,0,0,0,0
"tRF-34-YJZ87ID890YBHW",0,0,0,0,0,0,4,0
"tRF-34-YK7IVI7O409Z24",2,0,0,0,0,0,0,0
"tRF-34-YKFN8DYDZDL9JR",2,3,3,8,6,3,7,3
"tRF-34-YKISQI45LSM11Y",0,0,0,0,0,1,0,0
"tRF-34-YKWIR959MIL0HV",11,7,0,1,5,6,10,5
"tRF-34-YKWIR9OMMIL0HV",2,3,3,0,0,6,4,1
"tRF-34-YKWIR9OMMIM0HV",0,0,0,2,0,0,0,0
"tRF-34-YO1N3KYUSR68FD",3,4,4,5,4,12,5,6
"tRF-34-YO1N7KYUHR0PFD",0,0,0,1,0,0,0,0
"tRF-34-YO1N7KYUSR0PFD",1,0,0,4,2,0,0,0
"tRF-34-YP9LON4V4REHIS",0,1,0,0,0,0,0,0
"tRF-34-YPZEP27K7ZP31Q",3,0,1,0,1,0,5,1
"tRF-34-YQHQ9M739P8WIL",17,3,4,4,4,1,15,1
"tRF-34-YR04SXQ3V2Y72E",2,4,4,4,4,8,0,1
"tRF-34-YR94SX73V2Y81W",54,65,8,5,72,75,12,6
"tRF-34-YR94SX7JV2Y81W",2,0,0,0,0,0,0,0
"tRF-34-YRH4SXQ3V2Y72E",19,6,1,6,8,3,7,1
"tRF-34-YSV4V47Q2WW12R",0,0,0,0,0,0,0,1
"tRF-34-YSV4VH7Q2QW1J1",13,7,15,14,6,4,28,6
"tRF-34-YU9H93WB863II2",1,0,0,0,1,1,0,1
"tRF-34-YUVIJIRPF81DKB",2,0,0,7,0,0,0,0
"tRF-34-YYU4V47Q2QW1J1",0,0,0,0,0,0,0,1
"tRF-34-YYV4V47Q2WW1J1",71,90,30,19,55,35,50,26
"tRF-34-YZQD3KYUYRRHIM",1,2,0,1,2,0,1,2
"tRF-34-Z2NLD7B2JK7PI3",0,0,0,1,0,0,1,1
"tRF-34-Z3R918VBY9PY1I",0,0,0,0,0,0,0,1
"tRF-34-Z4D7OOJ0QXL11Q",15,10,9,22,14,10,18,5
"tRF-34-Z4PVFO3S7SDRHZ",0,0,0,0,0,0,0,2
"tRF-34-Z516538E89YZ0U",0,1,0,0,0,0,0,0
"tRF-34-Z631QJ3KYUYR2D",0,0,0,0,1,0,0,0
"tRF-34-Z6KPQJ3KYU4R20",0,0,0,1,0,1,0,1
"tRF-34-Z6V6Z3M8ZLSSJ8",5,3,1,10,1,1,4,2
"tRF-34-Z87HFK8SR9BM14",0,0,2,0,0,0,0,0
"tRF-34-Z9HMI8W47W1R2M",2,3,0,6,2,0,2,2
"tRF-34-ZB0PNYRKYUY7J3",1,0,1,0,0,0,0,0
"tRF-34-ZB8PLML38BWS24",1,0,0,0,0,0,0,0
"tRF-34-ZEF3BLHKFZB113",0,0,0,2,0,3,0,0
"tRF-34-ZH0SR9593KMHFV",0,0,0,0,1,0,0,1
"tRF-34-ZKXXI363U0EZK3",0,0,0,0,0,1,0,0
"tRF-34-ZLB6R3LU76D71W",0,0,0,0,2,1,0,1
"tRF-34-ZLBS5EOB3ZY6EX",0,6,14,154,15,3,24,0
"tRF-34-ZR3HJ3WB8Y3D28",0,1,0,0,0,0,1,0
"tRF-34-ZRS3SJRX8FYVH2",2,0,1,0,1,3,2,1
"tRF-34-ZUV0UEDP5IUD1J",0,1,0,1,0,0,0,1
"tRF-34-ZVELXKKSR9DR14",0,1,0,0,0,0,0,0
"tRF-34-ZZJQJYSWRYVMH0",7,2,1,3,2,2,9,4
"tRF-35-00BY4D84KRIMUF",1,1,1,1,2,0,3,0
"tRF-35-04SXQ3V2Y7RZ81",2,0,0,0,1,1,1,1
"tRF-35-0668K87SERM492",25,12,18,28,16,25,28,28
"tRF-35-0IOB9ZFH690M0R",13,2,3,40,1,0,3,0
"tRF-35-0KFMNKYU4R1867",0,0,0,0,1,0,0,0
"tRF-35-0KFMNKYU4RF867",0,1,0,2,0,0,3,0
"tRF-35-0KFMNKYUHR1PF7",0,0,0,0,0,1,0,0
"tRF-35-0KFMNKYUHRF867",3,0,1,5,2,2,1,2
"tRF-35-0KFMNKYUHRF8X7",12,1,1,1,4,3,2,5
"tRF-35-0MFN7BWU2F5JYH",3,2,0,3,2,0,4,0
"tRF-35-0PRMQ0YOH9Q867",2,1,0,0,2,2,0,1
"tRF-35-0PRMQ0YU89Q867",0,0,0,0,0,1,0,0
"tRF-35-0ROB9Y7Q078SUX",0,0,0,1,0,0,3,0
"tRF-35-0UD3947SFR06RD",0,0,0,0,1,0,0,0
"tRF-35-0UFMEKYU0RSSX7",0,2,1,4,0,3,4,2
"tRF-35-0UFMQKYU0RSSX7",0,1,1,3,0,4,4,4
"tRF-35-0VL8K87SIRMM12",6,0,2,4,3,4,6,8
"tRF-35-0VL8K87SIRMM1B",1,0,0,0,0,0,0,0
"tRF-35-10H7RNLEKPM43R",5,0,0,3,4,1,2,4
"tRF-35-10H7RNLEKPMK3R",0,0,1,0,3,0,0,0
"tRF-35-11W4QFE3FVSYER",0,0,0,0,0,0,1,0
"tRF-35-12Z4R95MK19KU6",0,1,0,0,0,0,0,0
"tRF-35-12Z4R95MK19KX6",0,1,0,2,0,0,2,0
"tRF-35-12Z4R95MKM9KX6",10,42,0,21,2,1,12,0
"tRF-35-148V7KYUPRERML",0,0,0,0,0,0,0,1
"tRF-35-14PSR9O933IKB6",14,10,4,13,9,1,15,5
"tRF-35-18VBY9PYKHM26R",4,1,1,2,4,0,2,0
"tRF-35-18X3HRL7S5QKF1",0,0,0,0,0,0,1,1
"tRF-35-18X3HRL7S5QKFI",0,0,0,0,0,0,0,1
"tRF-35-18Y3E7QN7JLP21",2,1,0,0,2,1,0,0
"tRF-35-1E8Y7Z2R14PSR9",0,0,0,0,0,1,0,2
"tRF-35-1E8Y7Z2R1HPSR9",1,0,8,2,4,7,4,7
"tRF-35-1ER37E14PH5BZY",2,1,1,0,2,2,6,2
"tRF-35-1EWJQ72S3HPSR9",1,3,16,2,11,19,0,5
"tRF-35-1EWJQZ2S3HPSR9",0,1,1,1,0,2,0,2
"tRF-35-1F8J4S5IR2Z4R9",1,0,0,0,0,0,2,0
"tRF-35-1HPSR9O9337KB6",618,632,453,572,438,53,746,237
"tRF-35-1LQ4PUQ340QI6N",0,0,0,1,0,0,0,0
"tRF-35-1NKL7L73V6M7QZ",0,0,0,0,0,2,0,0
"tRF-35-1YIF54RNZFS7U6",1,6,0,0,3,1,8,1
"tRF-35-1Z3L7LQ3V6J9P9",0,0,0,0,0,0,1,0
"tRF-35-202L2YBE7XO8Q6",2,1,0,3,5,2,2,1
"tRF-35-207RRNL3K8M0W1",14,2,6,17,4,3,12,4
"tRF-35-207WRNL3K5J0W1",1,0,0,4,0,0,0,0
"tRF-35-207WRNLEK5J0W1",0,1,0,1,1,0,1,0
"tRF-35-20K91O7VD5YEYY",0,0,1,0,0,0,0,0
"tRF-35-221R338B8871K9",0,0,1,0,0,0,0,0
"tRF-35-22RR338B8871K9",0,0,0,0,0,0,2,0
"tRF-35-299DWUH6QE30YO",0,0,0,0,0,1,0,0
"tRF-35-2BIZRVB92EB0U6",0,5,0,0,2,2,0,1
"tRF-35-2J1Y0SR9593J2H",0,0,0,0,1,1,1,1
"tRF-35-2KWHR95R3LMJ26",1,2,0,2,0,0,2,1
"tRF-35-2KWHR9O13LMJ26",0,0,0,0,0,0,1,0
"tRF-35-2L2YBE7XO8Q6J6",0,0,0,3,2,0,1,0
"tRF-35-2NBX7ZOOJ9BBF3",2,0,0,1,0,2,0,0
"tRF-35-2OOIQO4QPRJW4D",1,0,1,1,1,0,6,0
"tRF-35-2QR7F8YKIR9NY5",3,0,0,2,1,0,3,0
"tRF-35-2R14PSR9O933IK",0,0,0,0,0,1,0,0
"tRF-35-2R1HPSR9O9337K",5,3,16,19,25,36,2,40
"tRF-35-2S3HPSR95933J2",0,2,1,2,1,2,0,4
"tRF-35-2S3HPSR95933JK",7,5,9,17,13,23,10,39
"tRF-35-2VO0SRMNLB3KMB",0,0,0,0,0,1,0,0
"tRF-35-2VR008R959KOMK",0,0,1,1,1,1,0,2
"tRF-35-2VR008R959KUMK",229,129,592,663,1477,2247,296,1756
"tRF-35-2VR008R9D9KUMK",33,15,56,63,97,190,29,152
"tRF-35-2VR00SR9D93J24",0,0,0,1,0,0,0,0
"tRF-35-2VR0PSR9593J24",0,0,0,1,1,0,0,2
"tRF-35-2YBE7XO8Q6J6K6",2,0,1,4,1,1,2,1
"tRF-35-2YU04DYJIO3ZU3",6,5,5,19,3,9,8,9
"tRF-35-301M3KYOHR6HFR",3,1,1,0,3,4,0,1
"tRF-35-307W5NLJ45N2P1",0,0,2,0,0,0,0,0
"tRF-35-307W5NLM45N2P1",1,0,0,0,0,0,0,0
"tRF-35-31QJ3KYUYRR6RB",2,4,1,2,3,6,5,2
"tRF-35-33DSJOBZBDZ516",1,0,0,0,0,0,0,0
"tRF-35-34HWH3RXSINHZ4",1436,825,315,1056,752,420,1526,452
"tRF-35-389MV47P596VW6",28,17,17,20,20,12,22,10
"tRF-35-389MV4QP596VZ6",6,0,2,0,2,0,5,2
"tRF-35-392J1Y0SR9593J",0,0,0,0,0,1,0,0
"tRF-35-395P4PN3FJ6KEW",0,0,0,1,0,0,0,0
"tRF-35-3B1NR8YU86KP6H",0,0,1,0,0,0,0,0
"tRF-35-3B1NR8YUP6KP6H",6,0,3,8,1,4,4,3
"tRF-35-3B56M3WBKS8WP9",3,1,0,3,0,1,3,2
"tRF-35-3B5SM3WBKS8WP9",3,0,2,0,0,1,0,3
"tRF-35-3BDW9NH1NRM5U6",13,25,13,17,3,8,30,4
"tRF-35-3FPD48YUHS16MF",2,0,3,4,0,0,0,0
"tRF-35-3HPSR95933JKB6",71,94,60,170,50,9,148,22
"tRF-35-3IRW18V6XO59KN",0,0,0,0,0,0,0,1
"tRF-35-3JVIJMRPFQ5DWX",2,4,0,3,0,1,7,1
"tRF-35-3JVIJMRPFQRDWX",8,7,3,5,8,1,19,3
"tRF-35-3L7L73V6M9P90H",0,0,0,0,0,0,1,0
"tRF-35-3OPP6N7KYUSR0S",0,0,0,0,0,1,0,0
"tRF-35-3OPP6N7KYUSRHY",0,0,0,0,0,1,0,0
"tRF-35-3SY3H3RUSMKVNM",8,4,2,3,3,3,1,1
"tRF-35-3SY3H3RXSMKVNM",0,0,0,0,1,0,1,0
"tRF-35-40KK5Y93W086W8",1,0,0,0,0,0,0,0
"tRF-35-45DBNIB9I1KQSX",0,0,1,0,0,0,0,0
"tRF-35-45LSM1M3WE8SSP",0,0,0,0,0,1,0,0
"tRF-35-47MXSL735L8RPY",1,0,0,1,0,0,1,1
"tRF-35-47MXSL73VL8RPY",0,0,0,0,1,0,0,0
"tRF-35-490VL8K87SIRMM",0,0,1,0,1,2,0,0
"tRF-35-4BRRN3WEK87965",0,0,0,2,0,0,0,0
"tRF-35-4E01179O08F4BD",0,0,0,1,0,0,0,0
"tRF-35-4MJYSZ11KBDZ94",0,0,0,0,2,0,0,0
"tRF-35-4OFOU5XBINVDRI",0,0,1,0,0,0,0,0
"tRF-35-4P64R9598LS7F6",0,0,0,2,0,0,1,0
"tRF-35-4PRS93W0K6MY6V",3,3,3,5,3,4,3,12
"tRF-35-4R04SXQ3V2Y7RZ",2,1,0,2,0,0,0,0
"tRF-35-4R94SX73V2Y8L9",39,16,0,1,38,4,15,2
"tRF-35-4RLV1NLE3V8FQ1",0,0,0,0,0,1,0,0
"tRF-35-4RLV1NLE3VLIE1",0,0,0,0,0,1,0,0
"tRF-35-4S14IZJQXEXOIS",0,0,0,1,1,0,0,0
"tRF-35-4YDRFU8U76D7M4",0,0,0,0,1,0,0,0
"tRF-35-4YDRFU8U7S17M4",0,0,1,0,1,0,0,0
"tRF-35-50SRRN2EK8E0KR",2,0,1,1,1,0,2,2
"tRF-35-51MLHVHBEXBIYF",2,0,1,3,0,1,3,0
"tRF-35-54QFQ2FWQ8P6U1",0,0,0,0,0,0,5,1
"tRF-35-56O2ZFR95MN1Q3",1,0,0,0,0,0,0,0
"tRF-35-58ZZJQJYSWRYVM",3,0,1,1,0,0,2,1
"tRF-35-596VW631QJ3KYU",0,0,0,0,0,0,1,0
"tRF-35-598K587SI7JP8X",0,0,0,1,0,0,0,1
"tRF-35-5BF900BY4D84KR",71,61,118,355,62,60,224,114
"tRF-35-5F4YO9XEKJ5R5N",0,0,0,0,0,1,0,0
"tRF-35-5F924ZDRJKW4RZ",0,0,0,1,0,0,0,0
"tRF-35-5FVIPZK0JNORRN",0,0,0,0,0,1,0,1
"tRF-35-5K8PR9DM3W8KL6",0,1,0,0,0,0,0,0
"tRF-35-5K8PR9DM3WWKL6",2,3,2,7,1,2,2,2
"tRF-35-5LDOV2QXBR3XZ7",1,0,0,0,1,1,0,0
"tRF-35-5YXENDBP1IUUK7",9,5,5,8,3,3,18,8
"tRF-35-60MV9JKL0653L4",0,0,0,0,0,0,1,0
"tRF-35-6978WP9LXN4VZ8",0,0,0,0,1,0,0,0
"tRF-35-6978WPRLXN48Z8",3,3,3,0,3,1,2,0
"tRF-35-6978WPRLXN4VY8",21,10,2,4,23,2,5,7
"tRF-35-6978WPRLXN4VZ8",13,10,6,2,13,2,7,2
"tRF-35-6J9KIWRNL3KQNK",1,0,0,0,0,0,0,0
"tRF-35-6N38Z90668K87S",0,0,1,0,0,0,0,0
"tRF-35-6NMHN90VL8K87S",0,0,0,0,0,1,0,0
"tRF-35-6Q947673FEWS3V",1,0,3,3,1,3,1,0
"tRF-35-6QJ188FYRE987S",0,1,0,0,0,2,0,1
"tRF-35-6RJ89O9MF5W8E7",10,0,2,1,2,1,4,3
"tRF-35-6RJ89O9NF5W8EZ",22,2,0,1,3,3,4,2
"tRF-35-6RVP4PRNFJE8WY",0,0,0,0,0,0,0,1
"tRF-35-6SXMSL73VL4YMY",5367,1087,730,3302,5789,762,858,555
"tRF-35-6XQ6S8V0J8O9YE",0,0,0,0,0,0,1,0
"tRF-35-6XQ6S8V0JUO9YE",0,0,1,1,0,0,2,0
"tRF-35-701M3KYOHR6HFR",0,0,0,0,0,1,0,0
"tRF-35-70JPN1Y6FPZD3K",0,0,0,0,0,1,0,1
"tRF-35-7383RPD9W1X6L8",0,0,0,0,0,1,0,0
"tRF-35-73FEWS3V2VR0PS",0,0,0,0,3,0,0,1
"tRF-35-73V2Y8L981PV6R",0,1,0,0,1,0,0,0
"tRF-35-79MP909NH57S36",0,1,0,0,0,0,0,0
"tRF-35-79MP9P9MH57S3O",0,0,0,1,0,0,0,0
"tRF-35-79MP9P9NH57S3O",0,1,1,1,0,0,2,0
"tRF-35-79MP9PMNH5IS36",590,75,251,110,276,87,285,138
"tRF-35-7BWU2F5JYH0RYN",6,0,1,3,1,0,15,0
"tRF-35-7EMQ18Y3E7QN7J",1,0,0,0,1,1,8,0
"tRF-35-7ID890YBOZZ7ND",2,1,0,2,5,2,1,1
"tRF-35-7L73HQP0IRJ9ZH",0,0,0,0,0,0,0,1
"tRF-35-7O58J0K8UMPLBI",59,83,85,229,36,39,311,97
"tRF-35-7P299DWUH6QE30",0,0,0,0,0,0,2,0
"tRF-35-7PU9XW983FPD48",1,0,0,0,0,2,0,0
"tRF-35-7RH3S3RX8HWVZ5",9,10,0,2,6,4,8,2
"tRF-35-7RH3SJRX8HWVZ5",0,1,0,0,0,0,0,0
"tRF-35-7RI3SERXPIN24Y",0,0,0,1,0,0,2,0
"tRF-35-7UYK7IVI7O409Z",0,0,0,0,0,0,1,0
"tRF-35-7X9PN547202L2Y",0,4,2,8,0,2,14,2
"tRF-35-7Z2R1HPSR9O933",0,0,0,0,0,1,0,0
"tRF-35-7Z8L8NRS9NS334",13,8,2,5,12,4,27,7
"tRF-35-801M38YOH6RVK7",0,0,0,1,0,0,0,3
"tRF-35-801M38YOH6RVKR",0,0,0,0,0,0,0,1
"tRF-35-801M38YOHSRVK7",1,0,0,2,1,6,0,3
"tRF-35-801MK8YOHSRVK7",6,3,3,3,7,19,2,3
"tRF-35-801MK8YOHSRVKR",1,0,0,2,0,5,1,0
"tRF-35-80DMK8YOHSRVK7",0,0,0,3,0,3,1,0
"tRF-35-81J36RRNLIK8V8",0,0,0,0,0,0,1,0
"tRF-35-81JJ6RRNLIK898",1,0,1,4,0,2,1,0
"tRF-35-81PV6RRNLNK88K",2,0,2,0,2,1,3,0
"tRF-35-821IQ4YUH5S8R6",5,1,6,7,1,1,5,3
"tRF-35-821NQ4YOH5S8R6",2,1,4,9,4,5,2,2
"tRF-35-821NQ4YOS5S8R6",4,3,5,6,5,9,2,6
"tRF-35-82FN4KYU476YQS",3,2,2,7,0,0,4,3
"tRF-35-82FN5KYUHR8WRX",5,0,5,7,2,4,6,8
"tRF-35-82FN5KYUHRYWRX",2,0,2,9,1,4,4,1
"tRF-35-82FN5KYUHRYWRY",1,0,2,3,3,1,4,5
"tRF-35-82FN5KYUSRYWRS",3,4,13,33,4,8,8,24
"tRF-35-82FNKKYU476YQS",1,1,0,3,3,0,1,4
"tRF-35-82FNPKYUS7PVRS",7,6,8,19,5,9,12,13
"tRF-35-82Z4D7OOJ0QXL1",2,1,2,3,2,0,2,0
"tRF-35-83ML5F924ZDRJK",0,1,0,0,0,0,1,0
"tRF-35-83ML5FX24ZD7JK",0,1,0,0,1,0,0,0
"tRF-35-83RPD9W186L85D",0,0,0,0,1,0,0,0
"tRF-35-83RPD9W1X6L85J",0,0,0,0,0,1,0,0
"tRF-35-8422YRI7XUK87S",0,0,0,0,0,1,0,0
"tRF-35-84KRIMUF04QZ45",0,0,0,0,0,0,1,0
"tRF-35-8694U47P299DZU",2,0,0,0,0,0,0,0
"tRF-35-86J8WPMN1E8Y7Z",15794,10709,1288,3342,11094,21808,5665,2746
"tRF-35-86RM7KYUPRENRH",0,0,0,0,1,0,0,2
"tRF-35-86V8WPMN1E8Y7Z",2766,1752,154,613,1600,3205,1112,438
"tRF-35-87R8WP9I1EWJQZ",1544,639,208,335,752,960,563,266
"tRF-35-87R8WP9N1EWJQ7",104614,34638,15454,15520,44797,37685,72356,15411
"tRF-35-88I26WRNLEK5YY",0,0,1,0,1,1,3,3
"tRF-35-897PVP941QKS3W",873,455,85,180,635,618,248,169
"tRF-35-897PVP9N1QKS3W",69,61,9,12,55,95,21,29
"tRF-35-89HPVP941QKS3W",0,0,0,0,1,0,0,0
"tRF-35-8BPE0IOB9ZFH69",5,1,1,3,4,0,1,3
"tRF-35-8BR9M3W08SQ2SV",31,7,12,45,20,26,18,26
"tRF-35-8BRY93W086K2SV",0,0,1,2,0,0,1,2
"tRF-35-8BRY93WB86K2SV",0,1,1,2,0,1,2,4
"tRF-35-8FFDXXE6XRK4WO",0,0,0,0,0,0,1,0
"tRF-35-8HM2OSRN2NKSEK",7,5,2,1,1,8,2,6
"tRF-35-8HM2OSRNLNKSEK",22,2,6,8,14,12,16,12
"tRF-35-8KIJLJR7DJQV76",0,0,0,0,0,0,2,0
"tRF-35-8KSWRNLJK578Q1",49,23,35,76,45,40,57,78
"tRF-35-8L8NRS9NS334L2",12,3,3,7,3,2,14,4
"tRF-35-8NRS9NS334L2H1",52,39,58,45,39,68,172,64
"tRF-35-8P1N3KYUSR6PF4",3,1,0,6,2,5,6,5
"tRF-35-8PLML380WS7209",0,0,1,0,1,0,1,1
"tRF-35-8PLML38BWS7209",7,0,9,9,10,19,12,15
"tRF-35-8PLML38BWS7K09",2,0,0,1,0,0,0,2
"tRF-35-8PLML38BWS7K0R",0,0,0,0,0,0,0,1
"tRF-35-8PLML3W0WS7209",8,1,9,8,0,4,4,15
"tRF-35-8RQFR9OMN1OXL6",0,0,2,1,0,2,1,1
"tRF-35-8RQFR9OMNI2PL6",0,0,1,1,1,0,1,1
"tRF-35-8U53K876DRMD51",0,1,0,0,0,1,0,0
"tRF-35-8W1W18YMENL725",1,1,0,0,0,1,1,1
"tRF-35-90Q4R9OMKIWU26",1,1,0,0,0,1,0,0
"tRF-35-93301M3KYOHR6H",2,0,0,0,0,1,0,0
"tRF-35-94SX73V2Y8L981",9,3,1,1,5,2,9,5
"tRF-35-94SX7JV2Y8LZ81",1,0,0,0,0,0,0,0
"tRF-35-94U47P299DWUH6",2,0,0,0,4,0,0,0
"tRF-35-96L85DMKYOYRLH",1,0,0,0,0,0,0,1
"tRF-35-96L85DMKYUYRLH",2,0,1,0,0,0,0,2
"tRF-35-9D9OHXDD1KYK37",0,1,0,10,0,0,4,2
"tRF-35-9EYK46S9Y81H93",1,7,0,0,0,1,1,1
"tRF-35-9EYK46S9Y8RH93",1,4,0,0,0,0,0,0
"tRF-35-9EYK46SQYU9H93",0,20,0,0,0,4,1,0
"tRF-35-9KIWRNL3KQNKW1",5,0,9,9,8,3,8,10
"tRF-35-9LF5W8E7OMJHHS",0,0,0,0,1,0,0,0
"tRF-35-9LON4V4REH62K8",0,2,0,0,1,0,0,0
"tRF-35-9LON4VN1EH6KK8",29,24,9,12,31,7,76,10
"tRF-35-9LVPZO0BEBXNWD",1,0,0,3,0,0,0,0
"tRF-35-9MV47P596VW631",1,1,1,3,2,3,5,1
"tRF-35-9MV4QP596VZ631",0,0,0,0,0,0,1,0
"tRF-35-9N15WV7W6SJF09",1,0,1,0,1,0,2,0
"tRF-35-9N1EWJQ72S3HPS",1,0,0,0,0,0,0,0
"tRF-35-9NF5W8E7OMJHHS",0,1,1,0,1,5,0,3
"tRF-35-9NJ4S2I7L7P5QK",0,0,0,0,1,3,2,1
"tRF-35-9NZ6V6Z3M8ZLSS",1,0,0,1,1,0,1,0
"tRF-35-9O08F4BDNZ8O6F",0,4,8,24,9,4,29,0
"tRF-35-9O0PRMQ0YOH9Q8",0,0,0,0,0,1,0,0
"tRF-35-9OHXDD1KYK37ZX",0,0,2,1,0,0,1,0
"tRF-35-9Q53K87SHRMFWR",0,1,0,0,0,0,0,0
"tRF-35-9Q5JK87SHRMFWR",0,0,0,0,0,0,0,2
"tRF-35-9UHY0DFKN5ORNQ",4,1,1,2,3,0,5,0
"tRF-35-9ZFH690M0RHB26",0,0,0,6,0,1,3,2
"tRF-35-B162XB0ZZRD226",0,36,15,20,18,36,66,0
"tRF-35-B1O28HR9O13MMV",0,1,0,0,0,1,0,0
"tRF-35-B2Y0FD2F37YF7D",3,1,0,3,4,2,5,3
"tRF-35-B6R3LU76D7LYR1",0,0,0,1,1,0,0,0
"tRF-35-BDHPIWOMXF026Z",19,10,12,28,11,2,60,9
"tRF-35-BDYBEZ03J076IR",0,0,0,1,0,0,0,1
"tRF-35-BE7XO8Q6J6K6UD",9,1,0,18,1,0,4,2
"tRF-35-BF628YR9OMKJRJ",2,1,1,0,0,7,1,4
"tRF-35-BF628YR9OMKJRV",6,5,4,13,2,8,12,4
"tRF-35-BF82Z4D7OOJ0QX",8,2,0,4,1,1,8,2
"tRF-35-BJ8FFDXXE6XRK4",0,1,0,0,1,0,2,0
"tRF-35-BJD5EUB4ZPEK45",7,1,1,27,1,7,1,5
"tRF-35-BK87R95RM3Y826",1,1,0,0,0,0,0,0
"tRF-35-BKYSR95M3J63L6",2,4,0,5,0,4,2,1
"tRF-35-BKZ3R9512R12L6",0,0,0,0,0,0,2,0
"tRF-35-BKZ4R95MK1F3L6",0,1,0,1,0,0,0,0
"tRF-35-BKZ4R9OMK1F3L6",0,1,0,0,0,0,0,0
"tRF-35-BLHKFZB1KZI9U6",0,0,0,0,0,0,0,1
"tRF-35-BMU00KRX67NZU6",0,0,0,0,0,0,1,0
"tRF-35-BP5E387SDRJH71",1,0,0,1,3,1,2,0
"tRF-35-BP5E387SDRJHR1",1,0,2,3,0,2,0,2
"tRF-35-BQJE9UHY0DFKN5",2,1,3,1,1,1,4,0
"tRF-35-BSDE287SBRMR71",1,0,0,0,0,0,0,0
"tRF-35-BX1WZ4RZDMKNR7",2,0,0,2,1,0,1,0
"tRF-35-BZBDZ516538E89",1,0,0,0,0,0,0,0
"tRF-35-D0SR9N2E3KXR3R",0,0,0,1,0,0,0,0
"tRF-35-D112Z4R95MKM9K",0,0,0,0,1,0,0,0
"tRF-35-D14PU3XOUZDZN1",0,0,0,0,0,1,1,0
"tRF-35-D3IPBBKN8LEZSO",1,1,0,0,1,0,1,0
"tRF-35-D4ZWRNU3KQ9MV1",0,0,0,0,0,0,4,0
"tRF-35-D5EUB4ZPEK45H5",7,2,1,13,1,0,4,3
"tRF-35-D7B2JK7PP9ZZ05",0,0,0,0,1,0,0,0
"tRF-35-D7OOJ0QXL13XZ5",5,1,0,0,1,2,0,0
"tRF-35-D9BKYSR95M3J63",0,0,0,1,0,0,0,0
"tRF-35-D9W1X6L85J3KYU",0,0,0,0,1,0,0,1
"tRF-35-DBNIB9I1KQSX0D",2,1,4,3,3,2,5,0
"tRF-35-DBSRMN2E3KXR3R",0,0,3,2,0,0,1,0
"tRF-35-DEU2O1B54ZUPX1",9,4,8,7,5,8,17,5
"tRF-35-DFHFNBDWY2MJ8F",0,0,0,14,1,2,0,2
"tRF-35-DFVIPZK0JNORRN",0,0,0,0,1,0,0,0
"tRF-35-DRD8RZKS2P7SDR",0,0,0,0,1,0,0,0
"tRF-35-DRFU8U76D7M4O1",0,0,1,1,1,1,1,0
"tRF-35-DRI8RZKSLP7SDR",0,0,1,0,0,0,0,0
"tRF-35-DXEPZY0DI6BB5L",0,0,0,0,0,1,0,0
"tRF-35-E7OMJHHS195MW3",2,0,0,0,0,0,0,0
"tRF-35-E7OMJHHS19BMW3",0,0,0,0,0,1,0,0
"tRF-35-E7ZPVOH30WUI8O",2,1,0,1,0,0,1,0
"tRF-35-EFOK8YR951K36D",0,1,0,0,1,0,0,0
"tRF-35-EH623K76IR3DR2",16,7,7,21,27,33,14,33
"tRF-35-EH623K7SIR3DR2",148,65,174,277,446,578,117,552
"tRF-35-EH623K7SIRKDR2",0,0,1,0,0,2,0,0
"tRF-35-EH6KK87SIRM1DV",0,0,0,0,0,1,0,1
"tRF-35-EO7N987X1RJYSX",0,0,0,1,0,1,7,0
"tRF-35-EUB4ZPEK45H5KQ",5,0,0,33,3,1,6,2
"tRF-35-EWBJUIVFYDNZDN",2,0,0,0,0,0,0,0
"tRF-35-EWBMU00KRX67NZ",1,0,0,11,0,0,2,3
"tRF-35-EZ03J076IRW9YD",3,0,5,2,0,2,3,0
"tRF-35-EZ5P1OHE10NO0R",1,0,0,1,1,0,0,0
"tRF-35-EZU05OJIH6Z3NP",0,0,0,1,0,0,0,0
"tRF-35-F07V7N232WMK81",0,0,1,0,0,0,0,0
"tRF-35-F07V7N2E2WMK81",2,0,0,1,1,1,0,0
"tRF-35-F0I71NLI38NJW1",10,4,3,18,4,5,17,1
"tRF-35-F0IR1NLI38NJW1",4,3,0,7,1,3,2,4
"tRF-35-F0IURNL3KZM8W1",22,8,6,29,8,4,8,11
"tRF-35-F0IURNLEK9M8Y1",3,0,3,3,0,0,2,3
"tRF-35-F0IURNLEKZM8Y1",0,1,3,3,0,0,0,3
"tRF-35-F0IURNLEKZM8Z1",0,0,0,3,1,1,0,1
"tRF-35-F0IV1NL33VL8W1",3,0,16,13,5,3,4,14
"tRF-35-F0QV7NLE2WMK81",1,0,0,2,1,0,2,0
